"circ";"coll";"comune";"elettoritot";"elettorimaschi";"NUMVOTANTITOTALI";"NUMVOTANTIMASCHI";"VOTIVALIDI";"SKBIANCHE"
"MARCHE";"San Benedetto del Tronto";"CUPRA MARITTIMA";4137,00;1951,00;3456,00;1700,00;3254,00;123,00
"MARCHE";"San Benedetto del Tronto";"GROTTAMMARE";11723,00;5573,00;9918,00;4862,00;9381,00;298,00
"MARCHE";"San Benedetto del Tronto";"GROTTAZZOLINA";2583,00;1232,00;2215,00;1083,00;2090,00;84,00
"MARCHE";"San Benedetto del Tronto";"LAPEDONA";1023,00;510,00;857,00;440,00;771,00;54,00
"MARCHE";"San Benedetto del Tronto";"MAGLIANO DI TENNA";983,00;477,00;841,00;423,00;774,00;44,00
"MARCHE";"San Benedetto del Tronto";"MASSIGNANO";1284,00;600,00;1114,00;539,00;1042,00;46,00
"MARCHE";"San Benedetto del Tronto";"MONSAMPIETRO MORICO";621,00;308,00;505,00;266,00;451,00;32,00
"MARCHE";"San Benedetto del Tronto";"MONSAMPOLO DEL TRONTO";3339,00;1626,00;2752,00;1365,00;2609,00;86,00
"MARCHE";"San Benedetto del Tronto";"MONTALTO DELLE MARCHE";2117,00;999,00;1723,00;831,00;1599,00;97,00
"MARCHE";"San Benedetto del Tronto";"MONTEDINOVE";554,00;283,00;423,00;225,00;398,00;18,00
"MARCHE";"San Benedetto del Tronto";"MONTEFIORE DELL'ASO";1840,00;879,00;1619,00;797,00;1521,00;66,00
"MARCHE";"San Benedetto del Tronto";"MONTE GIBERTO";697,00;319,00;549,00;257,00;513,00;25,00
"MARCHE";"San Benedetto del Tronto";"MONTELEONE DI FERMO";392,00;191,00;331,00;173,00;290,00;32,00
"MARCHE";"San Benedetto del Tronto";"MONTELPARO";876,00;431,00;694,00;350,00;634,00;39,00
"MARCHE";"San Benedetto del Tronto";"MONTEPRANDONE";8374,00;4098,00;7098,00;3543,00;6702,00;221,00
"MARCHE";"San Benedetto del Tronto";"MONTE RINALDO";359,00;179,00;305,00;163,00;276,00;23,00
"MARCHE";"San Benedetto del Tronto";"MONTERUBBIANO";2085,00;1003,00;1698,00;862,00;1562,00;88,00
"MARCHE";"San Benedetto del Tronto";"MONTE VIDON COMBATTE";438,00;202,00;347,00;166,00;320,00;22,00
"MARCHE";"San Benedetto del Tronto";"MONTOTTONE";998,00;473,00;755,00;380,00;699,00;43,00
"MARCHE";"San Benedetto del Tronto";"MORESCO";513,00;239,00;440,00;213,00;409,00;20,00
"MARCHE";"San Benedetto del Tronto";"ORTEZZANO";692,00;325,00;621,00;297,00;574,00;30,00
"MARCHE";"San Benedetto del Tronto";"PEDASO";1685,00;792,00;1463,00;698,00;1388,00;53,00
"MARCHE";"San Benedetto del Tronto";"PETRITOLI";2164,00;1061,00;1851,00;944,00;1622,00;178,00
"MARCHE";"San Benedetto del Tronto";"PONZANO DI FERMO";1330,00;663,00;1095,00;561,00;1004,00;67,00
"MARCHE";"San Benedetto del Tronto";"RIPATRANSONE";3626,00;1770,00;3066,00;1533,00;2848,00;118,00
"MARCHE";"San Benedetto del Tronto";"SAN BENEDETTO DEL TRONTO";38748,00;18410,00;33065,00;15954,00;30413,00;1543,00
"MARCHE";"Fermo";"FALERONE";2789,00;1340,00;2329,00;1160,00;2181,00;108,00
"MARCHE";"Fermo";"FERMO";30375,00;14640,00;25775,00;12758,00;23505,00;1520,00
"MARCHE";"Fermo";"FRANCAVILLA D'ETE";780,00;363,00;658,00;320,00;601,00;33,00
"MARCHE";"Fermo";"MASSA FERMANA";823,00;408,00;671,00;342,00;600,00;56,00
"MARCHE";"Fermo";"MONTAPPONE";1508,00;733,00;1263,00;629,00;1162,00;72,00
"MARCHE";"Fermo";"MONTEGIORGIO";5849,00;2858,00;4859,00;2467,00;4478,00;264,00
"MARCHE";"Fermo";"MONTEGRANARO";10595,00;5201,00;9296,00;4678,00;8749,00;297,00
"MARCHE";"Fermo";"MONTE SAN PIETRANGELI";2157,00;1032,00;1791,00;887,00;1555,00;191,00
"MARCHE";"Fermo";"MONTE URANO";6381,00;3157,00;5540,00;2819,00;5219,00;191,00
"MARCHE";"Fermo";"MONTE VIDON CORRADO";707,00;339,00;595,00;296,00;550,00;28,00
"MARCHE";"Fermo";"PORTO SAN GIORGIO";13758,00;6421,00;11603,00;5519,00;10909,00;351,00
"MARCHE";"Fermo";"PORTO SANT'ELPIDIO";18602,00;9025,00;16041,00;7943,00;15104,00;567,00
"MARCHE";"Fermo";"RAPAGNANO";1485,00;725,00;1328,00;659,00;1145,00;154,00
"MARCHE";"Fermo";"SANT'ELPIDIO A MARE";12938,00;6299,00;11189,00;5584,00;10525,00;373,00
"MARCHE";"Fermo";"SERVIGLIANO";1984,00;968,00;1680,00;862,00;1567,00;84,00
"MARCHE";"Fermo";"TORRE SAN PATRIZIO";1840,00;921,00;1563,00;811,00;1422,00;106,00
"MARCHE";"Macerata";"ACQUACANINA";115,00;57,00;86,00;46,00;85,00;1,00
"MARCHE";"Macerata";"BELFORTE DEL CHIENTI";1404,00;690,00;1167,00;580,00;1091,00;45,00
"MARCHE";"Macerata";"BOLOGNOLA";126,00;63,00;121,00;63,00;104,00;15,00
"MARCHE";"Macerata";"CALDAROLA";1400,00;656,00;1227,00;596,00;1157,00;47,00
"MARCHE";"Macerata";"CAMERINO";6121,00;2884,00;5119,00;2512,00;4772,00;211,00
"MARCHE";"Macerata";"CAMPOROTONDO DI FIASTRONE";456,00;218,00;397,00;192,00;360,00;27,00
"MARCHE";"Macerata";"CASTELSANTANGELO SUL NERA";332,00;167,00;254,00;136,00;233,00;15,00
"MARCHE";"Macerata";"CESSAPALOMBO";556,00;287,00;451,00;237,00;414,00;24,00
"MARCHE";"Macerata";"COLMURANO";1127,00;563,00;929,00;476,00;873,00;41,00
"MARCHE";"Macerata";"CORRIDONIA";11311,00;5511,00;9629,00;4824,00;9012,00;335,00
"MARCHE";"Macerata";"FIASTRA";529,00;262,00;421,00;216,00;377,00;25,00
"MARCHE";"Macerata";"FIORDIMONTE";210,00;106,00;171,00;97,00;154,00;8,00
"MARCHE";"Macerata";"GUALDO";785,00;377,00;657,00;337,00;590,00;42,00
"MARCHE";"Macerata";"LORO PICENO";2222,00;1092,00;1800,00;898,00;1655,00;95,00
"MARCHE";"Macerata";"MACERATA";35561,00;16733,00;30327,00;14657,00;28920,00;727,00
"MARCHE";"Macerata";"MOGLIANO";4243,00;2064,00;3479,00;1702,00;3181,00;208,00
"MARCHE";"Macerata";"MONTE CAVALLO";149,00;72,00;116,00;63,00;104,00;8,00
"MARCHE";"Macerata";"MONTE SAN MARTINO";701,00;329,00;588,00;280,00;523,00;43,00
"MARCHE";"Macerata";"MUCCIA";747,00;364,00;687,00;344,00;613,00;54,00
"MARCHE";"Macerata";"PENNA SAN GIOVANNI";1156,00;562,00;890,00;456,00;791,00;69,00
"MARCHE";"Macerata";"PETRIOLO";1754,00;860,00;1438,00;716,00;1312,00;79,00
"MARCHE";"Macerata";"PIEVEBOVIGLIANA";749,00;342,00;634,00;312,00;576,00;38,00
"MARCHE";"Macerata";"PIEVE TORINA";1175,00;581,00;1001,00;522,00;946,00;31,00
"MARCHE";"Macerata";"POLLENZA";4948,00;2423,00;4165,00;2091,00;3860,00;181,00
"MARCHE";"Macerata";"RIPE SAN GINESIO";704,00;346,00;558,00;276,00;514,00;31,00
"MARCHE";"Macerata";"SAN GINESIO";3239,00;1549,00;2732,00;1349,00;2520,00;130,00
"MARCHE";"Macerata";"SANT'ANGELO IN PONTANO";1309,00;629,00;1075,00;531,00;1010,00;40,00
"MARCHE";"Macerata";"SARNANO";2962,00;1382,00;2398,00;1171,00;2182,00;131,00
"MARCHE";"Macerata";"SERRAPETRONA";778,00;384,00;653,00;327,00;617,00;29,00
"MARCHE";"Macerata";"SERRAVALLE DI CHIENTI";1042,00;505,00;825,00;424,00;767,00;40,00
"MARCHE";"Macerata";"TOLENTINO";15976,00;7594,00;13852,00;6716,00;13025,00;496,00
"MARCHE";"Macerata";"URBISAGLIA";2282,00;1101,00;1986,00;991,00;1877,00;75,00
"MARCHE";"Macerata";"USSITA";386,00;200,00;307,00;167,00;294,00;5,00
"MARCHE";"Macerata";"VISSO";1040,00;510,00;919,00;458,00;819,00;76,00
"MARCHE";"Civitanova Marche";"LORETO";9640,00;4551,00;8360,00;4055,00;7590,00;524,00
"MARCHE";"Civitanova Marche";"CIVITANOVA MARCHE";32354,00;15526,00;27631,00;13627,00;26022,00;818,00
"MARCHE";"Civitanova Marche";"MONTECOSARO";4209,00;2060,00;3616,00;1826,00;3355,00;167,00
"MARCHE";"Civitanova Marche";"MONTELUPONE";2785,00;1366,00;2225,00;1140,00;2052,00;114,00
"MARCHE";"Civitanova Marche";"MONTE SAN GIUSTO";5871,00;2881,00;5252,00;2645,00;4875,00;173,00
"MARCHE";"Civitanova Marche";"MORROVALLE";7711,00;3751,00;6467,00;3228,00;5756,00;470,00
"MARCHE";"Civitanova Marche";"PORTO RECANATI";7547,00;3624,00;6296,00;3084,00;5969,00;201,00
"MARCHE";"Civitanova Marche";"POTENZA PICENA";12105,00;5879,00;10104,00;5024,00;9493,00;358,00
"MARCHE";"Civitanova Marche";"RECANATI";16949,00;8118,00;14164,00;6981,00;13227,00;505,00
"MARCHE";"Osimo";"CASTELFIDARDO";13909,00;6752,00;11626,00;5780,00;10556,00;711,00
"MARCHE";"Osimo";"FILOTTRANO";8087,00;3943,00;6591,00;3315,00;6061,00;295,00
"MARCHE";"Osimo";"OSIMO";24999,00;12088,00;20893,00;10358,00;19669,00;658,00
"MARCHE";"Osimo";"APIRO";2145,00;1038,00;1761,00;881,00;1591,00;99,00
"MARCHE";"Osimo";"APPIGNANO";3239,00;1601,00;2872,00;1451,00;2653,00;131,00
"MARCHE";"Osimo";"CASTELRAIMONDO";3928,00;1919,00;3289,00;1631,00;2975,00;212,00
"MARCHE";"Osimo";"CINGOLI";9223,00;4538,00;7209,00;3596,00;6617,00;350,00
"MARCHE";"Osimo";"ESANATOGLIA";1811,00;866,00;1497,00;743,00;1296,00;120,00
"MARCHE";"Osimo";"FIUMINATA";1544,00;744,00;1175,00;592,00;1109,00;38,00
"MARCHE";"Osimo";"GAGLIOLE";553,00;269,00;410,00;211,00;379,00;16,00
"MARCHE";"Osimo";"MATELICA";9031,00;4399,00;7210,00;3592,00;6632,00;240,00
"MARCHE";"Osimo";"MONTECASSIANO";5409,00;2629,00;4686,00;2367,00;4369,00;211,00
"MARCHE";"Osimo";"MONTEFANO";2677,00;1303,00;2206,00;1105,00;2059,00;93,00
"MARCHE";"Osimo";"PIORACO";1046,00;504,00;839,00;417,00;800,00;24,00
"MARCHE";"Osimo";"POGGIO SAN VICINO";262,00;124,00;223,00;111,00;194,00;19,00
"MARCHE";"Osimo";"SAN SEVERINO MARCHE";11620,00;5528,00;9421,00;4601,00;8456,00;623,00
"MARCHE";"Osimo";"SEFRO";429,00;215,00;331,00;176,00;298,00;17,00
"MARCHE";"Osimo";"TREIA";8146,00;3958,00;6713,00;3379,00;6118,00;311,00
"MARCHE";"Ancona";"AGUGLIANO";3318,00;1633,00;2913,00;1474,00;2755,00;92,00
"MARCHE";"Ancona";"ANCONA";85702,00;40187,00;72188,00;34806,00;68016,00;2554,00
"MARCHE";"Ancona";"CAMERANO";5497,00;2685,00;4729,00;2364,00;4368,00;208,00
"MARCHE";"Ancona";"NUMANA";3005,00;1506,00;2457,00;1254,00;2342,00;68,00
"MARCHE";"Ancona";"OFFAGNA";1441,00;698,00;1230,00;607,00;1131,00;55,00
"MARCHE";"Ancona";"POLVERIGI";2389,00;1199,00;2088,00;1069,00;1941,00;77,00
"MARCHE";"Ancona";"SIROLO";2868,00;1380,00;2446,00;1221,00;2273,00;69,00
"MARCHE";"Jesi";"ARCEVIA";5110,00;2460,00;4018,00;2022,00;3641,00;256,00
"MARCHE";"Jesi";"BELVEDERE OSTRENSE";1907,00;909,00;1584,00;786,00;1466,00;73,00
"MARCHE";"Jesi";"CAMERATA PICENA";1365,00;675,00;1186,00;613,00;1131,00;30,00
"MARCHE";"Jesi";"CASTELBELLINO";2875,00;1375,00;2529,00;1234,00;2371,00;90,00
"MARCHE";"Jesi";"CASTELPLANIO";2769,00;1338,00;2257,00;1128,00;2073,00;125,00
"MARCHE";"Jesi";"CERRETO D'ESI";2770,00;1370,00;2152,00;1095,00;1966,00;78,00
"MARCHE";"Jesi";"CUPRAMONTANA";4195,00;2006,00;3497,00;1720,00;3122,00;253,00
"MARCHE";"Jesi";"FABRIANO";25225,00;12007,00;21170,00;10423,00;19614,00;880,00
"MARCHE";"Jesi";"GENGA";1772,00;857,00;1363,00;688,00;1248,00;74,00
"MARCHE";"Jesi";"JESI";34003,00;16193,00;29369,00;14359,00;27829,00;888,00
"MARCHE";"Jesi";"MAIOLATI SPONTINI";4848,00;2344,00;4276,00;2125,00;4003,00;173,00
"MARCHE";"Jesi";"MERGO";794,00;365,00;693,00;335,00;641,00;43,00
"MARCHE";"Jesi";"MONSANO";2294,00;1143,00;2025,00;1015,00;1927,00;54,00
"MARCHE";"Jesi";"MONTE ROBERTO";1975,00;974,00;1779,00;893,00;1657,00;66,00
"MARCHE";"Jesi";"MORRO D'ALBA";1489,00;717,00;1233,00;614,00;1147,00;61,00
"MARCHE";"Jesi";"POGGIO SAN MARCELLO";685,00;326,00;523,00;270,00;475,00;31,00
"MARCHE";"Jesi";"ROSORA";1486,00;722,00;1302,00;655,00;1209,00;71,00
"MARCHE";"Jesi";"SAN MARCELLO";1659,00;832,00;1376,00;709,00;1291,00;59,00
"MARCHE";"Jesi";"SAN PAOLO DI JESI";703,00;347,00;633,00;319,00;570,00;47,00
"MARCHE";"Jesi";"SANTA MARIA NUOVA";3242,00;1578,00;2821,00;1408,00;2517,00;221,00
"MARCHE";"Jesi";"SASSOFERRATO";6738,00;3198,00;5273,00;2633,00;4843,00;277,00
"MARCHE";"Jesi";"SERRA SAN QUIRICO";2555,00;1204,00;2137,00;1069,00;1952,00;108,00
"MARCHE";"Jesi";"STAFFOLO";1878,00;906,00;1526,00;760,00;1379,00;86,00
"MARCHE";"Senigallia";"BARBARA";1203,00;586,00;1054,00;530,00;767,00;192,00
"MARCHE";"Senigallia";"CASTEL COLONNA";916,00;447,00;724,00;357,00;568,00;113,00
"MARCHE";"Senigallia";"CASTELLEONE DI SUASA";1484,00;728,00;1290,00;645,00;1066,00;137,00
"MARCHE";"Senigallia";"CHIARAVALLE";11922,00;5569,00;10278,00;4934,00;8709,00;855,00
"MARCHE";"Senigallia";"CORINALDO";4544,00;2243,00;3744,00;1910,00;2793,00;633,00
"MARCHE";"Senigallia";"FALCONARA MARITTIMA";24104,00;11512,00;20616,00;10093,00;16500,00;2736,00
"MARCHE";"Senigallia";"MONTECAROTTO";2010,00;960,00;1588,00;776,00;1263,00;188,00
"MARCHE";"Senigallia";"MONTEMARCIANO";7641,00;3714,00;6350,00;3165,00;5101,00;705,00
"MARCHE";"Senigallia";"MONTERADO";1442,00;713,00;1174,00;589,00;947,00;148,00
"MARCHE";"Senigallia";"MONTE SAN VITO";4536,00;2220,00;3973,00;2008,00;3319,00;419,00
"MARCHE";"Senigallia";"OSTRA";5228,00;2532,00;4257,00;2129,00;3029,00;653,00
"MARCHE";"Senigallia";"OSTRA VETERE";3071,00;1508,00;2544,00;1268,00;1862,00;464,00
"MARCHE";"Senigallia";"RIPE";3022,00;1506,00;2458,00;1257,00;1911,00;352,00
"MARCHE";"Senigallia";"SENIGALLIA";37186,00;17696,00;30587,00;14952,00;24729,00;3214,00
"MARCHE";"Senigallia";"SERRA DE'CONTI";2904,00;1407,00;2510,00;1232,00;2059,00;328,00
"MARCHE";"Pesaro";"COLBORDOLO";3892,00;1968,00;3336,00;1717,00;3161,00;82,00
"MARCHE";"Pesaro";"GABICCE MARE";4724,00;2329,00;4120,00;2058,00;3925,00;89,00
"MARCHE";"Pesaro";"GRADARA";2726,00;1366,00;2392,00;1209,00;2263,00;51,00
"MARCHE";"Pesaro";"MOMBAROCCIO";1501,00;751,00;1238,00;642,00;1140,00;61,00
"MARCHE";"Pesaro";"MONTECICCARDO";1033,00;535,00;846,00;447,00;788,00;32,00
"MARCHE";"Pesaro";"MONTELABBATE";4162,00;2105,00;3632,00;1871,00;3420,00;92,00
"MARCHE";"Pesaro";"PESARO";77860,00;37072,00;68074,00;33167,00;65007,00;1413,00
"MARCHE";"Pesaro";"SANT'ANGELO IN LIZZOLA";5291,00;2595,00;4694,00;2350,00;4433,00;111,00
"MARCHE";"Pesaro";"TAVULLIA";3924,00;1957,00;3430,00;1734,00;3256,00;84,00
"MARCHE";"Urbino";"ACQUALAGNA";3468,00;1691,00;2963,00;1474,00;2761,00;104,00
"MARCHE";"Urbino";"APECCHIO";1900,00;939,00;1632,00;827,00;1530,00;64,00
"MARCHE";"Urbino";"AUDITORE";1226,00;614,00;1072,00;545,00;1010,00;37,00
"MARCHE";"Urbino";"BELFORTE ALL'ISAURO";583,00;284,00;520,00;258,00;500,00;17,00
"MARCHE";"Urbino";"BORGO PACE";700,00;355,00;511,00;267,00;441,00;47,00
"MARCHE";"Urbino";"CAGLI";8331,00;3973,00;6704,00;3258,00;6128,00;293,00
"MARCHE";"Urbino";"CANTIANO";2662,00;1288,00;2012,00;996,00;1897,00;71,00
"MARCHE";"Urbino";"CARPEGNA";1356,00;673,00;1195,00;625,00;1149,00;29,00
"MARCHE";"Urbino";"CASTELDELCI";483,00;250,00;375,00;198,00;346,00;22,00
"MARCHE";"Urbino";"FERMIGNANO";6144,00;2989,00;5333,00;2634,00;4981,00;200,00
"MARCHE";"Urbino";"FRATTE ROSA";963,00;482,00;746,00;380,00;668,00;42,00
"MARCHE";"Urbino";"FRONTINO";308,00;155,00;253,00;135,00;238,00;12,00
"MARCHE";"Urbino";"FRONTONE";1354,00;651,00;935,00;465,00;871,00;44,00
"MARCHE";"Urbino";"LUNANO";932,00;466,00;853,00;429,00;810,00;24,00
"MARCHE";"Urbino";"MACERATA FELTRIA";1765,00;843,00;1565,00;764,00;1481,00;52,00
"MARCHE";"Urbino";"MAIOLO";720,00;368,00;598,00;324,00;562,00;26,00
"MARCHE";"Urbino";"MERCATELLO SUL METAURO";1414,00;685,00;1096,00;544,00;1001,00;62,00
"MARCHE";"Urbino";"MERCATINO CONCA";926,00;462,00;843,00;429,00;797,00;30,00
"MARCHE";"Urbino";"MONTECALVO IN FOGLIA";1902,00;942,00;1756,00;884,00;1696,00;32,00
"MARCHE";"Urbino";"MONTE CERIGNONE";632,00;309,00;540,00;275,00;489,00;45,00
"MARCHE";"Urbino";"MONTECOPIOLO";1114,00;545,00;965,00;490,00;922,00;36,00
"MARCHE";"Urbino";"MONTE GRIMANO";1182,00;586,00;973,00;492,00;915,00;36,00
"MARCHE";"Urbino";"NOVAFELTRIA";6017,00;2932,00;5185,00;2600,00;4931,00;134,00
"MARCHE";"Urbino";"PEGLIO";621,00;312,00;522,00;265,00;484,00;26,00
"MARCHE";"Urbino";"PENNABILLI";2905,00;1434,00;2371,00;1181,00;2215,00;107,00
"MARCHE";"Urbino";"PERGOLA";6577,00;3211,00;4918,00;2487,00;4569,00;176,00
"MARCHE";"Urbino";"PETRIANO";1988,00;988,00;1744,00;877,00;1675,00;36,00
"MARCHE";"Urbino";"PIANDIMELETO";1631,00;813,00;1377,00;695,00;1312,00;38,00
"MARCHE";"Urbino";"PIETRARUBBIA";599,00;292,00;507,00;247,00;472,00;28,00
"MARCHE";"Urbino";"PIOBBICO";1697,00;829,00;1462,00;733,00;1367,00;70,00
"MARCHE";"Urbino";"SAN LEO";2642,00;1328,00;2035,00;1029,00;1925,00;51,00
"MARCHE";"Urbino";"SAN LORENZO IN CAMPO";3172,00;1544,00;2442,00;1214,00;2273,00;94,00
"MARCHE";"Urbino";"SANT'AGATA FELTRIA";2342,00;1135,00;1719,00;869,00;1623,00;51,00
"MARCHE";"Urbino";"SANT'ANGELO IN VADO";3479,00;1723,00;2831,00;1435,00;2635,00;130,00
"MARCHE";"Urbino";"SASSOCORVARO";2971,00;1485,00;2605,00;1319,00;2472,00;75,00
"MARCHE";"Urbino";"SASSOFELTRIO";1230,00;627,00;988,00;522,00;886,00;66,00
"MARCHE";"Urbino";"SERRA SANT'ABBONDIO";1198,00;576,00;834,00;424,00;778,00;30,00
"MARCHE";"Urbino";"TALAMELLO";1061,00;534,00;812,00;417,00;773,00;16,00
"MARCHE";"Urbino";"TAVOLETO";762,00;372,00;644,00;312,00;591,00;24,00
"MARCHE";"Urbino";"URBANIA";5465,00;2662,00;4708,00;2338,00;4405,00;191,00
"MARCHE";"Urbino";"URBINO";13135,00;6358,00;11163,00;5498,00;10438,00;318,00
"MARCHE";"Fano";"BARCHI";939,00;467,00;740,00;377,00;674,00;52,00
"MARCHE";"Fano";"CARTOCETO";5477,00;2697,00;4620,00;2322,00;4305,00;149,00
"MARCHE";"Fano";"FANO";50101,00;24074,00;42262,00;20748,00;39994,00;1075,00
"MARCHE";"Fano";"FOSSOMBRONE";8408,00;4090,00;7007,00;3491,00;6470,00;288,00
"MARCHE";"Fano";"ISOLA DEL PIANO";568,00;286,00;467,00;246,00;443,00;15,00
"MARCHE";"Fano";"MONDAVIO";3256,00;1602,00;2796,00;1410,00;2633,00;96,00
"MARCHE";"Fano";"MONDOLFO";9653,00;4764,00;7969,00;4006,00;7371,00;331,00
"MARCHE";"Fano";"MONTEFELCINO";2261,00;1139,00;1912,00;1012,00;1772,00;79,00
"MARCHE";"Fano";"MONTEMAGGIORE AL METAURO";1972,00;975,00;1593,00;806,00;1471,00;74,00
"MARCHE";"Fano";"MONTE PORZIO";1972,00;991,00;1648,00;850,00;1538,00;66,00
"MARCHE";"Fano";"ORCIANO DI PESARO";2005,00;978,00;1681,00;835,00;1503,00;124,00
"MARCHE";"Fano";"PIAGGE";882,00;439,00;707,00;357,00;655,00;31,00
"MARCHE";"Fano";"SALTARA";4251,00;2083,00;3636,00;1816,00;3444,00;112,00
"MARCHE";"Fano";"SAN COSTANZO";3499,00;1726,00;2971,00;1486,00;2776,00;94,00
"MARCHE";"Fano";"SAN GIORGIO DI PESARO";1244,00;624,00;951,00;485,00;883,00;36,00
"MARCHE";"Fano";"SANT'IPPOLITO";1282,00;654,00;1023,00;534,00;955,00;34,00
"MARCHE";"Fano";"SERRUNGARINA";1993,00;1007,00;1542,00;785,00;1438,00;67,00
"LAZIO 1";"Roma centro";"Roma centro";107841,00;53678,00;66864,00;30502,00;63966,00;1318,00
"LAZIO 1";"Roma - Trieste";"Roma - Trieste";89472,00;39539,00;68027,00;32394,00;66654,00;1015,00
"LAZIO 1";"Roma - Val Melaina";"Roma - Val Melaina";108361,00;52507,00;86078,00;40990,00;83460,00;2341,00
"LAZIO 1";"Roma - Monte Sacro";"Roma - Monte Sacro";93071,00;41461,00;72230,00;34395,00;68078,00;1693,00
"LAZIO 1";"Roma - Pietralata";"Roma - Pietralata";98626,00;46615,00;79251,00;37739,00;75929,00;1991,00
"LAZIO 1";"Roma - Prenestino - Labicano";"Roma - Prenestino - Labicano";85844,00;40125,00;66479,00;31657,00;64268,00;1621,00
"LAZIO 1";"Roma - Collatino";"Roma - Collatino";95776,00;45854,00;77092,00;36711,00;73149,00;2189,00
"LAZIO 1";"Roma - Torre Angela";"Roma - Torre Angela";100835,00;49777,00;80622,00;38392,00;74452,00;3244,00
"LAZIO 1";"Roma - Prenestino - Centocelle";"Roma - Prenestino - Centocelle";91441,00;43434,00;73360,00;34934,00;69142,00;2247,00
"LAZIO 1";"Roma - Tuscolano";"Roma - Tuscolano";92614,00;42444,00;74059,00;35274,00;70239,00;1864,00
"LAZIO 1";"Roma - Don Bosco";"Roma - Don Bosco";89277,00;41995,00;71017,00;33818,00;67695,00;1873,00
"LAZIO 1";"Roma - Ciampino";"CIAMPINO";30176,00;14530,00;25696,00;12437,00;24090,00;800,00
"LAZIO 1";"Roma - Ciampino";"Parte di Comune ROMA";80936,00;39570,00;66253,00;31556,00;62385,00;1920,00
"LAZIO 1";"Roma - Appio Latino";"Roma - Appio Latino";99148,00;46142,00;80949,00;38547,00;77401,00;1768,00
"LAZIO 1";"Roma - Ardeatino";"Roma - Ardeatino";101238,00;47822,00;83877,00;39942,00;81600,00;1333,00
"LAZIO 1";"Roma - Ostiense";"Roma - Ostiense";102294,00;47553,00;82717,00;39389,00;79882,00;1801,00
"LAZIO 1";"Roma - Lido di Ostia";"Roma - Lido di Ostia";109442,00;52746,00;85738,00;40828,00;81306,00;2037,00
"LAZIO 1";"Roma - Fiumicino";"FIUMICINO";40996,00;20335,00;34653,00;17558,00;32868,00;709,00
"LAZIO 1";"Roma - Fiumicino";"PARTE DI COMUNE DI ROMA";69878,00;34348,00;56094,00;26717,00;52723,00;1673,00
"LAZIO 1";"Roma - Portuense";"Roma - Portuense";84857,00;39449,00;69163,00;32935,00;65159,00;1612,00
"LAZIO 1";"Roma - zona Sub. Gianicolense";"Roma - zona Sub. Gianicolense";98741,00;46869,00;81173,00;38654,00;76251,00;2530,00
"LAZIO 1";"Roma - Gianicolense";"Roma - Gianicolense";85254,00;38632,00;68444,00;32593,00;65963,00;1341,00
"LAZIO 1";"Roma - Trionfale";"Roma - Trionfale";92735,00;41488,00;73100,00;33464,00;69597,00;1285,00
"LAZIO 1";"Roma - Tomba di Nerone";"Roma - Tomba di Nerone";108508,00;52427,00;90304,00;43002,00;84501,00;3171,00
"LAZIO 1";"Roma - Primavalle";"Roma - Primavalle";96868,00;45697,00;79630,00;37919,00;75108,00;2398,00
"LAZIO 1";"Roma - Della Vittoria";"Roma - Della Vittoria";107730,00;49000,00;85109,00;40528,00;82145,00;1480,00
"LAZIO 1";"Civitavecchia";"ALLUMIERE";3490,00;1682,00;3142,00;1530,00;2944,00;87,00
"LAZIO 1";"Civitavecchia";"CANALE MONTERANO";2712,00;1329,00;2390,00;1179,00;2234,00;108,00
"LAZIO 1";"Civitavecchia";"CERVETERI";23086,00;11380,00;19584,00;9687,00;18692,00;352,00
"LAZIO 1";"Civitavecchia";"CIVITAVECCHIA";42530,00;20330,00;36111,00;17746,00;33525,00;1379,00
"LAZIO 1";"Civitavecchia";"LADISPOLI";22977,00;11067,00;18925,00;9225,00;18200,00;290,00
"LAZIO 1";"Civitavecchia";"MANZIANA";5022,00;2408,00;4336,00;2077,00;4142,00;82,00
"LAZIO 1";"Civitavecchia";"SANTA MARINELLA";12943,00;6198,00;10815,00;5238,00;10380,00;174,00
"LAZIO 1";"Civitavecchia";"TOLFA";4121,00;2048,00;3751,00;1866,00;3449,00;190,00
"LAZIO 1";"Monterotondo";"ANGUILLARA SABAZIA";11341,00;5602,00;9926,00;4957,00;9355,00;227,00
"LAZIO 1";"Monterotondo";"BRACCIANO";9997,00;5068,00;9893,00;5016,00;9389,00;227,00
"LAZIO 1";"Monterotondo";"CAMPAGNANO DI ROMA";6757,00;3224,00;5757,00;2836,00;5387,00;210,00
"LAZIO 1";"Monterotondo";"CAPENA";4666,00;2294,00;4071,00;2019,00;3887,00;85,00
"LAZIO 1";"Monterotondo";"CASTELNUOVO DI PORTO";5899,00;2915,00;4859,00;2416,00;4648,00;103,00
"LAZIO 1";"Monterotondo";"CIVITELLA SAN PAOLO";1279,00;627,00;1107,00;554,00;1032,00;31,00
"LAZIO 1";"Monterotondo";"FIANO ROMANO";6282,00;3096,00;5647,00;2796,00;5293,00;209,00
"LAZIO 1";"Monterotondo";"FILACCIANO";425,00;200,00;365,00;172,00;346,00;9,00
"LAZIO 1";"Monterotondo";"FORMELLO";7373,00;3653,00;6305,00;3135,00;6034,00;136,00
"LAZIO 1";"Monterotondo";"MAGLIANO ROMANO";1065,00;540,00;967,00;495,00;914,00;26,00
