"circ";"coll";"comune";"cognome";"nome";"datanascita";"luogonascita";"sesso";"TOTVOTI";"descrcontrass"
"CAMPANIA 2";"Mirabella Eclano";"GESUALDO";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";338,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"GESUALDO";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";71,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"GUARDIA LOMBARDI";"DI CECILIA";"FRANCO";;"STURNO";"M";409,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"GUARDIA LOMBARDI";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";797,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"GUARDIA LOMBARDI";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";115,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"GUARDIA LOMBARDI";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";47,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"LACEDONIA";"DI CECILIA";"FRANCO";;"STURNO";"M";625,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"LACEDONIA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";686,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"LACEDONIA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";558,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"LACEDONIA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";71,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"LIONI";"DI CECILIA";"FRANCO";;"STURNO";"M";1098,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"LIONI";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";1750,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"LIONI";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";451,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"LIONI";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";141,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"LUOGOSANO";"DI CECILIA";"FRANCO";;"STURNO";"M";274,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"LUOGOSANO";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";444,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"LUOGOSANO";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";72,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"LUOGOSANO";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";15,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"MIRABELLA ECLANO";"DI CECILIA";"FRANCO";;"STURNO";"M";1598,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MIRABELLA ECLANO";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";2013,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MIRABELLA ECLANO";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";474,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"MIRABELLA ECLANO";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";280,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"MONTELLA";"DI CECILIA";"FRANCO";;"STURNO";"M";1380,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MONTELLA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";1922,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MONTELLA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";1061,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"MONTELLA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";189,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"MONTEMARANO";"DI CECILIA";"FRANCO";;"STURNO";"M";420,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MONTEMARANO";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";1401,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MONTEMARANO";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";231,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"MONTEMARANO";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";107,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"MONTEVERDE";"DI CECILIA";"FRANCO";;"STURNO";"M";250,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MONTEVERDE";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";123,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MONTEVERDE";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";162,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"MONTEVERDE";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";23,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"MORRA DE SANCTIS";"DI CECILIA";"FRANCO";;"STURNO";"M";201,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MORRA DE SANCTIS";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";673,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"MORRA DE SANCTIS";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";127,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"MORRA DE SANCTIS";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";30,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"NUSCO";"DI CECILIA";"FRANCO";;"STURNO";"M";428,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"NUSCO";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";2167,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"NUSCO";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";285,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"NUSCO";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";67,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"PATERNOPOLI";"DI CECILIA";"FRANCO";;"STURNO";"M";461,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"PATERNOPOLI";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";895,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"PATERNOPOLI";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";233,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"PATERNOPOLI";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";42,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"ROCCA SAN FELICE";"DI CECILIA";"FRANCO";;"STURNO";"M";201,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"ROCCA SAN FELICE";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";317,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"ROCCA SAN FELICE";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";49,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"ROCCA SAN FELICE";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";17,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"SAN NICOLA BARONIA";"DI CECILIA";"FRANCO";;"STURNO";"M";146,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SAN NICOLA BARONIA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";333,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SAN NICOLA BARONIA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";86,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"SAN NICOLA BARONIA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";9,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"SAN SOSSIO BARONIA";"DI CECILIA";"FRANCO";;"STURNO";"M";359,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SAN SOSSIO BARONIA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";466,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SAN SOSSIO BARONIA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";231,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"SAN SOSSIO BARONIA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";41,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANDREA DI CONZA";"DI CECILIA";"FRANCO";;"STURNO";"M";345,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANDREA DI CONZA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";592,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANDREA DI CONZA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";303,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANDREA DI CONZA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";25,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANGELO ALL'ESCA";"DI CECILIA";"FRANCO";;"STURNO";"M";322,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANGELO ALL'ESCA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";281,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANGELO ALL'ESCA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";47,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANGELO ALL'ESCA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";24,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANGELO DEI LOMBARDI";"DI CECILIA";"FRANCO";;"STURNO";"M";735,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANGELO DEI LOMBARDI";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";1342,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANGELO DEI LOMBARDI";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";281,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"SANT'ANGELO DEI LOMBARDI";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";142,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"SCAMPITELLA";"DI CECILIA";"FRANCO";;"STURNO";"M";182,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SCAMPITELLA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";426,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SCAMPITELLA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";287,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"SCAMPITELLA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";36,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"SENERCHIA";"DI CECILIA";"FRANCO";;"STURNO";"M";170,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SENERCHIA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";265,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"SENERCHIA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";62,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"SENERCHIA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";24,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"STURNO";"DI CECILIA";"FRANCO";;"STURNO";"M";1361,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"STURNO";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";522,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"STURNO";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";107,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"STURNO";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";21,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"TAURASI";"DI CECILIA";"FRANCO";;"STURNO";"M";467,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"TAURASI";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";692,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"TAURASI";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";163,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"TAURASI";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";90,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"TEORA";"DI CECILIA";"FRANCO";;"STURNO";"M";431,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"TEORA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";487,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"TEORA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";109,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"TEORA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";40,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"TORELLA DE' LOMBARDI";"DI CECILIA";"FRANCO";;"STURNO";"M";360,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"TORELLA DE' LOMBARDI";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";718,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"TORELLA DE' LOMBARDI";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";178,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"TORELLA DE' LOMBARDI";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";56,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"TREVICO";"DI CECILIA";"FRANCO";;"STURNO";"M";128,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"TREVICO";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";466,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"TREVICO";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";165,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"TREVICO";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";27,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"VALLATA";"DI CECILIA";"FRANCO";;"STURNO";"M";363,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"VALLATA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";375,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"VALLATA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";1180,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"VALLATA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";42,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"VALLESACCARDA";"DI CECILIA";"FRANCO";;"STURNO";"M";209,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"VALLESACCARDA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";442,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"VALLESACCARDA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";241,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"VALLESACCARDA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";33,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Mirabella Eclano";"VILLAMAINA";"DI CECILIA";"FRANCO";;"STURNO";"M";175,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"VILLAMAINA";"DE MITA";"LUIGI CIRIACO";;"NUSCO";"M";407,00;"DEMOCRAZIA-LIBERTA'"
"CAMPANIA 2";"Mirabella Eclano";"VILLAMAINA";"CICCHETTI";"VITO NICOLA";;"VALLATA";"M";77,00;"RIFONDAZIONE COMUNISTA"
"CAMPANIA 2";"Mirabella Eclano";"VILLAMAINA";"DE PIETRO";"ATTILIO";;"NAPOLI";"M";7,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno centro";"SALERNO";"COLUCCI";"GAETANO DETTO NINO";;"SALERNO";"M";38044,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno centro";"SALERNO";"VERTULLO";"PIETRO";;"PIAGGINE";"M";1629,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno centro";"SALERNO";"CALVANESE";"FRANCESCO";;"SALERNO";"M";31366,00;"L'ULIVO"
"CAMPANIA 2";"Salerno centro";"SALERNO";"BARLOTTI";"GIOVANNI";;"SALERNO";"M";2428,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"BARONISSI";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";424,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"BARONISSI";"MANZIONE";"ROBERTO";;"SALERNO";"M";4101,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"BARONISSI";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";3492,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"BARONISSI";"LO STORTO";"GERARDO";;"SALERNO";"M";516,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"BRACIGLIANO";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";231,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"BRACIGLIANO";"MANZIONE";"ROBERTO";;"SALERNO";"M";1200,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"BRACIGLIANO";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";1142,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"BRACIGLIANO";"LO STORTO";"GERARDO";;"SALERNO";"M";192,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"CALVANICO";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";73,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"CALVANICO";"MANZIONE";"ROBERTO";;"SALERNO";"M";408,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"CALVANICO";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";276,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"CALVANICO";"LO STORTO";"GERARDO";;"SALERNO";"M";65,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"CASTIGLIONE DEL GENOVESI";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";149,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"CASTIGLIONE DEL GENOVESI";"MANZIONE";"ROBERTO";;"SALERNO";"M";345,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"CASTIGLIONE DEL GENOVESI";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";137,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"CASTIGLIONE DEL GENOVESI";"LO STORTO";"GERARDO";;"SALERNO";"M";86,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"FISCIANO";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";740,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"FISCIANO";"MANZIONE";"ROBERTO";;"SALERNO";"M";3178,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"FISCIANO";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";2796,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"FISCIANO";"LO STORTO";"GERARDO";;"SALERNO";"M";473,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"GIFFONI SEI CASALI";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";143,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"GIFFONI SEI CASALI";"MANZIONE";"ROBERTO";;"SALERNO";"M";1160,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"GIFFONI SEI CASALI";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";579,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"GIFFONI SEI CASALI";"LO STORTO";"GERARDO";;"SALERNO";"M";252,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"MERCATO SAN SEVERINO";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";1730,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"MERCATO SAN SEVERINO";"MANZIONE";"ROBERTO";;"SALERNO";"M";5632,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"MERCATO SAN SEVERINO";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";3726,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"MERCATO SAN SEVERINO";"LO STORTO";"GERARDO";;"SALERNO";"M";826,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"PELLEZZANO";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";238,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"PELLEZZANO";"MANZIONE";"ROBERTO";;"SALERNO";"M";2961,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"PELLEZZANO";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";2227,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"PELLEZZANO";"LO STORTO";"GERARDO";;"SALERNO";"M";314,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SALERNO";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";938,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SALERNO";"MANZIONE";"ROBERTO";;"SALERNO";"M";12469,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SALERNO";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";8467,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SALERNO";"LO STORTO";"GERARDO";;"SALERNO";"M";1316,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SAN CIPRIANO PICENTINO";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";338,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SAN CIPRIANO PICENTINO";"MANZIONE";"ROBERTO";;"SALERNO";"M";1520,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SAN CIPRIANO PICENTINO";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";1087,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SAN CIPRIANO PICENTINO";"LO STORTO";"GERARDO";;"SALERNO";"M";223,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SAN MANGO PIEMONTE";"BOTTA";"NICOLA";;"MERCATO SAN SEVERINO";"M";43,00;"SOCIALISTA"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SAN MANGO PIEMONTE";"MANZIONE";"ROBERTO";;"SALERNO";"M";673,00;"POLO PER LE LIBERTA'"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SAN MANGO PIEMONTE";"D'ANGELO";"GIUSEPPE";;"SALERNO";"M";345,00;"PROGRESSISTI (1996)"
"CAMPANIA 2";"Salerno - Mercato S. Severino";"SAN MANGO PIEMONTE";"LO STORTO";"GERARDO";;"SALERNO";"M";107,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Cava de' Tirreni";"AMALFI";"SCERMINO";"FELICE";;"CAVA DEI TERRENI";"M";1689,00;"L'ULIVO"
"CAMPANIA 2";"Cava de' Tirreni";"AMALFI";"FASOLINO";"RAFFAELE";;"NOCERA SUPERIORE";"M";34,00;"SOCIALISTA"
"CAMPANIA 2";"Cava de' Tirreni";"AMALFI";"RAIMONDO";"VINCENZO";;"MAGNANO AL MONTE";"M";141,00;"MOV.SOC.TRICOLORE"
"CAMPANIA 2";"Cava de' Tirreni";"AMALFI";"TARADASH";"MARCO";;"LIVORNO";"M";1515,00;"POLO PER LE LIBERTA'"
