"circ";"coll";"comune";"elettoritot";"elettorimaschi";"NUMVOTANTITOTALI";"NUMVOTANTIMASCHI";"VOTIVALIDI";"SKBIANCHE"
"TOSCANA";"Empoli";"FUCECCHIO";17453,00;;15644,00;;14581,00;644,00
"TOSCANA";"Empoli";"GAMBASSI TERME";3752,00;;3441,00;;3226,00;127,00
"TOSCANA";"Empoli";"MONTAIONE";2882,00;;2582,00;;2404,00;112,00
"TOSCANA";"Empoli";"MONTESPERTOLI";8499,00;;7717,00;;7215,00;279,00
"TOSCANA";"Bagno a Ripoli";"BAGNO A RIPOLI";22606,00;;20619,00;;19536,00;556,00
"TOSCANA";"Bagno a Ripoli";"BARBERINO VAL D'ELSA";2965,00;;2667,00;;2511,00;96,00
"TOSCANA";"Bagno a Ripoli";"FIGLINE VALDARNO";13426,00;;12583,00;;11591,00;511,00
"TOSCANA";"Bagno a Ripoli";"GREVE IN CHIANTI";10051,00;;8958,00;;8344,00;351,00
"TOSCANA";"Bagno a Ripoli";"IMPRUNETA";12775,00;;11657,00;;11033,00;324,00
"TOSCANA";"Bagno a Ripoli";"INCISA IN VAL D'ARNO";4411,00;;4040,00;;3738,00;195,00
"TOSCANA";"Bagno a Ripoli";"REGGELLO";11288,00;;10345,00;;9536,00;508,00
"TOSCANA";"Bagno a Ripoli";"RIGNANO SULL'ARNO";5516,00;;5066,00;;4749,00;194,00
"TOSCANA";"Bagno a Ripoli";"SAN CASCIANO IN VAL DI PESA";16539,00;;12198,00;;11438,00;446,00
"TOSCANA";"Bagno a Ripoli";"TAVARNELLE VAL DI PESA";5858,00;;5273,00;;4917,00;200,00
"TOSCANA";"Prato - Montemurlo";"AGLIANA";11411,00;;10506,00;;9591,00;540,00
"TOSCANA";"Prato - Montemurlo";"MONTALE";8384,00;;7678,00;;7019,00;385,00
"TOSCANA";"Prato - Montemurlo";"CANTAGALLO";2356,00;;2086,00;;1927,00;94,00
"TOSCANA";"Prato - Montemurlo";"MONTEMURLO";14412,00;;12906,00;;11935,00;501,00
"TOSCANA";"Prato - Montemurlo";"PRATO";48669,00;;44032,00;;41077,00;1498,00
"TOSCANA";"Prato - Montemurlo";"VAIANO";7615,00;;6920,00;;6390,00;292,00
"TOSCANA";"Prato - Montemurlo";"VERNIO";4945,00;;4374,00;;4061,00;182,00
"TOSCANA";"Prato - Carmignano";"CARMIGNANO";8576,00;;7529,00;;6770,00;430,00
"TOSCANA";"Prato - Carmignano";"POGGIO A CAIANO";6867,00;;6145,00;;5470,00;395,00
"TOSCANA";"Prato - Carmignano";"PRATO";91234,00;;80908,00;;74435,00;3949,00
"TOSCANA";"Pistoia";"ABETONE";641,00;;580,00;;518,00;41,00
"TOSCANA";"Pistoia";"CUTIGLIANO";1653,00;;1419,00;;1274,00;59,00
"TOSCANA";"Pistoia";"PISTOIA";76739,00;;68225,00;;63210,00;2489,00
"TOSCANA";"Pistoia";"PITEGLIO";2077,00;;1617,00;;1468,00;81,00
"TOSCANA";"Pistoia";"QUARRATA";17903,00;;15750,00;;14365,00;714,00
"TOSCANA";"Pistoia";"SAMBUCA PISTOIESE";1687,00;;1194,00;;1101,00;50,00
"TOSCANA";"Pistoia";"SAN MARCELLO PISTOIESE";7294,00;;6121,00;;5677,00;199,00
"TOSCANA";"Pistoia";"SERRAVALLE PISTOIESE";7675,00;;6938,00;;6356,00;317,00
"TOSCANA";"Montecatini - Terme";"BUGGIANO";6793,00;;6003,00;;5578,00;198,00
"TOSCANA";"Montecatini - Terme";"CHIESINA UZZANESE";3465,00;;3126,00;;2885,00;144,00
"TOSCANA";"Montecatini - Terme";"LAMPORECCHIO";5616,00;;5104,00;;4709,00;192,00
"TOSCANA";"Montecatini - Terme";"LARCIANO";5164,00;;4691,00;;4389,00;186,00
"TOSCANA";"Montecatini - Terme";"MARLIANA";2403,00;;2088,00;;1927,00;77,00
"TOSCANA";"Montecatini - Terme";"MASSA E COZZILE";5766,00;;5240,00;;4913,00;160,00
"TOSCANA";"Montecatini - Terme";"MONSUMMANO TERME";15778,00;;13910,00;;12867,00;552,00
"TOSCANA";"Montecatini - Terme";"MONTECATINI-TERME";17682,00;;15097,00;;14268,00;397,00
"TOSCANA";"Montecatini - Terme";"PESCIA";15936,00;;13591,00;;12361,00;576,00
"TOSCANA";"Montecatini - Terme";"PIEVE A NIEVOLE";7394,00;;6646,00;;6195,00;222,00
"TOSCANA";"Montecatini - Terme";"PONTE BUGGIANESE";6438,00;;5636,00;;5141,00;248,00
"TOSCANA";"Montecatini - Terme";"UZZANO";3511,00;;3155,00;;2936,00;99,00
"TOSCANA";"Montevarchi";"BIBBIENA";9475,00;;8550,00;;7794,00;522,00
"TOSCANA";"Montevarchi";"BUCINE";7721,00;;7047,00;;6386,00;447,00
"TOSCANA";"Montevarchi";"CASTEL FOCOGNANO";2819,00;;2480,00;;2268,00;133,00
"TOSCANA";"Montevarchi";"CASTELFRANCO DI SOPRA";2291,00;;2062,00;;1746,00;232,00
"TOSCANA";"Montevarchi";"CASTEL SAN NICCOLO'";2420,00;;2105,00;;1817,00;199,00
"TOSCANA";"Montevarchi";"CAVRIGLIA";5998,00;;5526,00;;5114,00;287,00
"TOSCANA";"Montevarchi";"CHITIGNANO";763,00;;678,00;;615,00;47,00
"TOSCANA";"Montevarchi";"CHIUSI DELLA VERNA";1879,00;;1656,00;;1504,00;101,00
"TOSCANA";"Montevarchi";"LATERINA";3074,00;;2554,00;;2280,00;178,00
"TOSCANA";"Montevarchi";"LORO CIUFFENNA";4008,00;;3596,00;;3140,00;315,00
"TOSCANA";"Montevarchi";"MONTEMIGNAIO";485,00;;432,00;;395,00;27,00
"TOSCANA";"Montevarchi";"MONTEVARCHI";18687,00;;16969,00;;15311,00;1161,00
"TOSCANA";"Montevarchi";"ORTIGNANO RAGGIOLO";742,00;;643,00;;577,00;50,00
"TOSCANA";"Montevarchi";"PERGINE VALDARNO";2643,00;;2387,00;;2138,00;173,00
"TOSCANA";"Montevarchi";"PIAN DI SCO";4128,00;;3797,00;;3388,00;251,00
"TOSCANA";"Montevarchi";"POPPI";4801,00;;4274,00;;3875,00;293,00
"TOSCANA";"Montevarchi";"PRATOVECCHIO";2525,00;;2259,00;;1959,00;229,00
"TOSCANA";"Montevarchi";"SAN GIOVANNI VALDARNO";15059,00;;13881,00;;12506,00;942,00
"TOSCANA";"Montevarchi";"STIA";2557,00;;2314,00;;2087,00;173,00
"TOSCANA";"Montevarchi";"TALLA";1111,00;;894,00;;714,00;129,00
"TOSCANA";"Montevarchi";"TERRANUOVA BRACCIOLINI";8959,00;;8165,00;;7201,00;602,00
"TOSCANA";"Arezzo";"ANGHIARI";5025,00;;4405,00;;4070,00;211,00
"TOSCANA";"Arezzo";"AREZZO";77390,00;;69450,00;;65107,00;2369,00
"TOSCANA";"Arezzo";"BADIA TEDALDA";1156,00;;1009,00;;924,00;59,00
"TOSCANA";"Arezzo";"CAPOLONA";3809,00;;3377,00;;3141,00;145,00
"TOSCANA";"Arezzo";"CAPRESE MICHELANGELO";1477,00;;1266,00;;1185,00;63,00
"TOSCANA";"Arezzo";"CASTIGLION FIBOCCHI";1542,00;;1386,00;;1247,00;89,00
"TOSCANA";"Arezzo";"MONTERCHI";1657,00;;1436,00;;1314,00;56,00
"TOSCANA";"Arezzo";"PIEVE SANTO STEFANO";2942,00;;2545,00;;2336,00;113,00
"TOSCANA";"Arezzo";"SANSEPOLCRO";13505,00;;12087,00;;11332,00;468,00
"TOSCANA";"Arezzo";"SESTINO";1351,00;;1121,00;;1006,00;80,00
"TOSCANA";"Arezzo";"SUBBIANO";4032,00;;3608,00;;3329,00;166,00
"TOSCANA";"Cortona";"CASTIGLION FIORENTINO";9681,00;;8529,00;;7806,00;453,00
"TOSCANA";"Cortona";"CIVITELLA IN VAL DI CHIANA";6735,00;;6149,00;;5671,00;285,00
"TOSCANA";"Cortona";"CORTONA";18977,00;;16630,00;;15424,00;724,00
"TOSCANA";"Cortona";"FOIANO DELLA CHIANA";6685,00;;5886,00;;5519,00;235,00
"TOSCANA";"Cortona";"LUCIGNANO";2941,00;;2515,00;;2309,00;135,00
"TOSCANA";"Cortona";"MARCIANO DELLA CHIANA";2063,00;;1816,00;;1720,00;60,00
"TOSCANA";"Cortona";"MONTE SAN SAVINO";6700,00;;5985,00;;5562,00;244,00
"TOSCANA";"Cortona";"CETONA";2590,00;;2327,00;;2153,00;107,00
"TOSCANA";"Cortona";"CHIANCIANO TERME";6174,00;;5599,00;;5153,00;159,00
"TOSCANA";"Cortona";"CHIUSI";7746,00;;7033,00;;6664,00;215,00
"TOSCANA";"Cortona";"MONTEPULCIANO";12145,00;;10922,00;;10171,00;424,00
"TOSCANA";"Cortona";"PIENZA";2028,00;;1850,00;;1739,00;60,00
"TOSCANA";"Cortona";"RAPOLANO TERME";4193,00;;3805,00;;3585,00;145,00
"TOSCANA";"Cortona";"SAN CASCIANO DEI BAGNI";1617,00;;1456,00;;1364,00;47,00
"TOSCANA";"Cortona";"SARTEANO";3884,00;;3426,00;;3155,00;168,00
"TOSCANA";"Cortona";"SINALUNGA";10015,00;;9170,00;;8619,00;317,00
"TOSCANA";"Cortona";"TORRITA DI SIENA";5962,00;;5456,00;;5173,00;162,00
"TOSCANA";"Cortona";"TREQUANDA";1235,00;;1079,00;;993,00;58,00
"TOSCANA";"Siena";"CASOLE D'ELSA";2248,00;;2017,00;;1896,00;88,00
"TOSCANA";"Siena";"CASTELLINA IN CHIANTI";2102,00;;1903,00;;1782,00;74,00
"TOSCANA";"Siena";"CASTELNUOVO BERARDENGA";5803,00;;5298,00;;4954,00;225,00
"TOSCANA";"Siena";"COLLE DI VAL D'ELSA";14928,00;;13662,00;;12910,00;450,00
"TOSCANA";"Siena";"GAIOLE IN CHIANTI";1915,00;;1689,00;;1544,00;113,00
"TOSCANA";"Siena";"MONTERIGGIONI";6372,00;;5900,00;;5560,00;216,00
"TOSCANA";"Siena";"POGGIBONSI";22675,00;;20850,00;;19755,00;698,00
"TOSCANA";"Siena";"RADDA IN CHIANTI";1365,00;;1193,00;;1085,00;61,00
"TOSCANA";"Siena";"RADICONDOLI";842,00;;766,00;;722,00;23,00
"TOSCANA";"Siena";"SAN GIMIGNANO";6028,00;;5440,00;;5133,00;189,00
"TOSCANA";"Siena";"SIENA";48639,00;;44447,00;;41191,00;1996,00
"TOSCANA";"Pontedera";"CAPANNOLI";4089,00;;3717,00;;3438,00;175,00
"TOSCANA";"Pontedera";"CASALE MARITTIMO";794,00;;725,00;;674,00;30,00
"TOSCANA";"Pontedera";"CASCIANA TERME";2858,00;;2563,00;;2378,00;106,00
"TOSCANA";"Pontedera";"CASTELLINA MARITTIMA";1561,00;;1386,00;;1284,00;53,00
"TOSCANA";"Pontedera";"CASTELNUOVO DI VAL DI CECINA";2168,00;;1928,00;;1769,00;97,00
"TOSCANA";"Pontedera";"CHIANNI";1379,00;;1241,00;;1134,00;65,00
"TOSCANA";"Pontedera";"CRESPINA";2835,00;;2579,00;;2402,00;121,00
"TOSCANA";"Pontedera";"FAUGLIA";2625,00;;2300,00;;2164,00;70,00
"TOSCANA";"Pontedera";"GUARDISTALLO";817,00;;732,00;;687,00;29,00
"TOSCANA";"Pontedera";"LAJATICO";1277,00;;1152,00;;1067,00;54,00
"TOSCANA";"Pontedera";"LARI";6700,00;;5914,00;;5440,00;288,00
"TOSCANA";"Pontedera";"LORENZANA";906,00;;819,00;;770,00;28,00
"TOSCANA";"Pontedera";"MONTECATINI VAL DI CECINA";1831,00;;1627,00;;1450,00;74,00
"TOSCANA";"Pontedera";"MONTESCUDAIO";1150,00;;1032,00;;952,00;48,00
"TOSCANA";"Pontedera";"MONTEVERDI MARITTIMO";632,00;;562,00;;505,00;34,00
"TOSCANA";"Pontedera";"ORCIANO PISANO";506,00;;443,00;;410,00;20,00
"TOSCANA";"Pontedera";"PALAIA";3817,00;;3403,00;;3069,00;182,00
"TOSCANA";"Pontedera";"PECCIOLI";4258,00;;3851,00;;3556,00;195,00
"TOSCANA";"Pontedera";"POMARANCE";5901,00;;5420,00;;4889,00;254,00
"TOSCANA";"Pontedera";"PONSACCO";10216,00;;9248,00;;8574,00;419,00
"TOSCANA";"Pontedera";"PONTEDERA";22516,00;;20479,00;;18978,00;853,00
"TOSCANA";"Pontedera";"RIPARBELLA";1116,00;;1010,00;;946,00;46,00
"TOSCANA";"Pontedera";"SANTA LUCE";1275,00;;1127,00;;1040,00;53,00
"TOSCANA";"Pontedera";"TERRICCIOLA";3231,00;;2902,00;;2611,00;172,00
"TOSCANA";"Pontedera";"VOLTERRA";10680,00;;9396,00;;7773,00;491,00
"TOSCANA";"Massa Marittima";"ARCIDOSSO";3602,00;;3103,00;;2803,00;161,00
"TOSCANA";"Massa Marittima";"CAMPAGNATICO";2073,00;;1887,00;;1710,00;92,00
"TOSCANA";"Massa Marittima";"CASTEL DEL PIANO";3765,00;;3353,00;;3075,00;136,00
"TOSCANA";"Massa Marittima";"CASTELL'AZZARA";1795,00;;1548,00;;1418,00;58,00
"TOSCANA";"Massa Marittima";"CASTIGLIONE DELLA PESCAIA";6711,00;;6084,00;;5751,00;168,00
"TOSCANA";"Massa Marittima";"CINIGIANO";2524,00;;2253,00;;2060,00;129,00
"TOSCANA";"Massa Marittima";"CIVITELLA PAGANICO";2657,00;;2380,00;;2160,00;124,00
"TOSCANA";"Massa Marittima";"GAVORRANO";6955,00;;6304,00;;5929,00;199,00
"TOSCANA";"Massa Marittima";"MASSA MARITTIMA";8173,00;;7255,00;;6771,00;271,00
"TOSCANA";"Massa Marittima";"MONTEROTONDO MARITTIMO";1123,00;;1003,00;;907,00;49,00
"TOSCANA";"Massa Marittima";"MONTIERI";1200,00;;1065,00;;993,00;34,00
"TOSCANA";"Massa Marittima";"ROCCALBEGNA";1182,00;;1019,00;;864,00;97,00
"TOSCANA";"Massa Marittima";"ROCCASTRADA";8265,00;;7166,00;;6631,00;309,00
"TOSCANA";"Massa Marittima";"SANTA FIORA";2650,00;;2249,00;;2032,00;87,00
"TOSCANA";"Massa Marittima";"SCARLINO";2568,00;;2337,00;;2204,00;66,00
"TOSCANA";"Massa Marittima";"SEGGIANO";949,00;;828,00;;746,00;55,00
"TOSCANA";"Massa Marittima";"SEMPRONIANO";1244,00;;1083,00;;966,00;74,00
"TOSCANA";"Massa Marittima";"ABBADIA SAN SALVATORE";6311,00;;5769,00;;5377,00;230,00
"TOSCANA";"Massa Marittima";"ASCIANO";5458,00;;5002,00;;4713,00;209,00
"TOSCANA";"Massa Marittima";"BUONCONVENTO";2612,00;;2423,00;;2248,00;104,00
"TOSCANA";"Massa Marittima";"CASTIGLIONE D'ORCIA";2436,00;;2123,00;;1960,00;111,00
"TOSCANA";"Massa Marittima";"CHIUSDINO";1621,00;;1460,00;;1349,00;70,00
"TOSCANA";"Massa Marittima";"MONTALCINO";4375,00;;3942,00;;3633,00;191,00
"TOSCANA";"Massa Marittima";"MONTERONI D'ARBIA";5576,00;;5201,00;;4897,00;199,00
"TOSCANA";"Massa Marittima";"MONTICIANO";1283,00;;1162,00;;1073,00;60,00
"TOSCANA";"Massa Marittima";"MURLO";1593,00;;1413,00;;1313,00;63,00
"TOSCANA";"Massa Marittima";"PIANCASTAGNAIO";3686,00;;3367,00;;3101,00;134,00
"TOSCANA";"Massa Marittima";"RADICOFANI";1081,00;;954,00;;867,00;69,00
"TOSCANA";"Massa Marittima";"SAN GIOVANNI D'ASSO";801,00;;727,00;;674,00;38,00
"TOSCANA";"Massa Marittima";"SAN QUIRICO D'ORCIA";2078,00;;1898,00;;1791,00;66,00
"TOSCANA";"Massa Marittima";"SOVICILLE";6781,00;;6209,00;;5819,00;251,00
"TOSCANA";"Grosseto";"CAPALBIO";3413,00;;3013,00;;2792,00;116,00
"TOSCANA";"Grosseto";"GROSSETO";61649,00;;57186,00;;53941,00;1540,00
"TOSCANA";"Grosseto";"ISOLA DEL GIGLIO";1383,00;;1131,00;;1058,00;48,00
"TOSCANA";"Grosseto";"MAGLIANO IN TOSCANA";3401,00;;3108,00;;2879,00;108,00
"TOSCANA";"Grosseto";"MANCIANO";6262,00;;5682,00;;5245,00;190,00
"TOSCANA";"Grosseto";"MONTE ARGENTARIO";11184,00;;9195,00;;8621,00;269,00
"TOSCANA";"Grosseto";"ORBETELLO";13208,00;;11713,00;;11031,00;322,00
"TOSCANA";"Grosseto";"PITIGLIANO";3720,00;;3253,00;;3015,00;117,00
"TOSCANA";"Grosseto";"SCANSANO";3980,00;;3503,00;;3160,00;154,00
"TOSCANA";"Grosseto";"SORANO";3577,00;;3137,00;;2888,00;141,00
"TOSCANA";"Carrara";"AULLA";8939,00;;7280,00;;6615,00;325,00
"TOSCANA";"Carrara";"BAGNONE";2197,00;;1653,00;;1510,00;90,00
"TOSCANA";"Carrara";"CARRARA";58217,00;;47619,00;;43635,00;1585,00
"TOSCANA";"Carrara";"CASOLA IN LUNIGIANA";1240,00;;1017,00;;940,00;42,00
"TOSCANA";"Carrara";"COMANO";814,00;;631,00;;587,00;34,00
"TOSCANA";"Carrara";"FILATTIERA";2346,00;;1942,00;;1738,00;121,00
"TOSCANA";"Carrara";"FIVIZZANO";9039,00;;7105,00;;6507,00;329,00
"TOSCANA";"Carrara";"FOSDINOVO";3641,00;;3116,00;;2918,00;88,00
"TOSCANA";"Carrara";"LICCIANA NARDI";4226,00;;3463,00;;3187,00;135,00
"TOSCANA";"Carrara";"MULAZZO";2708,00;;1913,00;;1768,00;83,00
"TOSCANA";"Carrara";"PODENZANA";1502,00;;1255,00;;1153,00;58,00
"TOSCANA";"Carrara";"PONTREMOLI";9533,00;;6424,00;;5796,00;371,00
"TOSCANA";"Carrara";"TRESANA";2035,00;;1600,00;;1467,00;68,00
"TOSCANA";"Carrara";"VILLAFRANCA IN LUNIGIANA";4411,00;;3723,00;;3386,00;186,00
"TOSCANA";"Carrara";"ZERI";1565,00;;1123,00;;1006,00;75,00
"TOSCANA";"Massa";"FORTE DEI MARMI";8109,00;;7106,00;;6561,00;228,00
"TOSCANA";"Massa";"PIETRASANTA";21362,00;;18376,00;;16423,00;768,00
"TOSCANA";"Massa";"MASSA";57963,00;;49593,00;;45099,00;1484,00
"TOSCANA";"Massa";"MONTIGNOSO";8051,00;;7036,00;;6345,00;244,00
"TOSCANA";"Viareggio";"CAMAIORE";26057,00;;22599,00;;20363,00;992,00
"TOSCANA";"Viareggio";"SERAVEZZA";11162,00;;9477,00;;8364,00;368,00
"TOSCANA";"Viareggio";"STAZZEMA";3221,00;;2573,00;;2147,00;148,00
"TOSCANA";"Viareggio";"VIAREGGIO";52951,00;;44338,00;;41385,00;1292,00
"TOSCANA";"Viareggio";"VECCHIANO";9327,00;;8435,00;;7757,00;287,00
"TOSCANA";"Lucca";"LUCCA";75387,00;;63737,00;;59027,00;2090,00
"TOSCANA";"Lucca";"MASSAROSA";16727,00;;14691,00;;13290,00;594,00
"TOSCANA";"Lucca";"PESCAGLIA";3451,00;;2708,00;;2378,00;153,00
"TOSCANA";"Pisa";"CALCI";4808,00;;4339,00;;4031,00;165,00
"TOSCANA";"Pisa";"PISA";81970,00;;72845,00;;68293,00;2199,00
"TOSCANA";"Pisa";"SAN GIULIANO TERME";24613,00;;22152,00;;20657,00;732,00
"TOSCANA";"Capannori";"ALTOPASCIO";8593,00;;7544,00;;6916,00;344,00
"TOSCANA";"Capannori";"BAGNI DI LUCCA";7256,00;;4817,00;;4399,00;225,00
"TOSCANA";"Capannori";"BARGA";9621,00;;7491,00;;6735,00;246,00
"TOSCANA";"Capannori";"BORGO A MOZZANO";6689,00;;5585,00;;4907,00;313,00
"TOSCANA";"Capannori";"CAMPORGIANO";2333,00;;1868,00;;1731,00;75,00
"TOSCANA";"Capannori";"CAPANNORI";38453,00;;31853,00;;28922,00;1400,00
"TOSCANA";"Capannori";"CAREGGINE";733,00;;458,00;;413,00;30,00
"TOSCANA";"Capannori";"CASTELNUOVO DI GARFAGNANA";5477,00;;4703,00;;4318,00;185,00
"TOSCANA";"Capannori";"CASTIGLIONE DI GARFAGNANA";1801,00;;1437,00;;1279,00;71,00
"TOSCANA";"Capannori";"COREGLIA ANTELMINELLI";4422,00;;3547,00;;3171,00;181,00
"TOSCANA";"Capannori";"FABBRICHE DI VALLICO";596,00;;413,00;;343,00;28,00
"TOSCANA";"Capannori";"FOSCIANDORA";618,00;;502,00;;438,00;29,00
"TOSCANA";"Capannori";"GALLICANO";3572,00;;2877,00;;2634,00;126,00
"TOSCANA";"Capannori";"GIUNCUGNANO";549,00;;406,00;;366,00;25,00
"TOSCANA";"Capannori";"MINUCCIANO";2344,00;;1975,00;;1772,00;96,00
"TOSCANA";"Capannori";"MOLAZZANA";1102,00;;907,00;;817,00;44,00
"TOSCANA";"Capannori";"MONTECARLO";3561,00;;3110,00;;2891,00;116,00
"TOSCANA";"Capannori";"PIAZZA AL SERCHIO";2384,00;;1957,00;;1809,00;68,00
"TOSCANA";"Capannori";"PIEVE FOSCIANA";2172,00;;1880,00;;1667,00;117,00
"TOSCANA";"Capannori";"PORCARI";5827,00;;5166,00;;4688,00;245,00
"TOSCANA";"Capannori";"SAN ROMANO IN GARFAGNANA";1274,00;;1042,00;;949,00;45,00
"TOSCANA";"Capannori";"SILLANO";700,00;;573,00;;516,00;31,00
"TOSCANA";"Capannori";"VAGLI SOTTO";1307,00;;916,00;;786,00;64,00
"TOSCANA";"Capannori";"VERGEMOLI";373,00;;321,00;;304,00;9,00
"TOSCANA";"Capannori";"VILLA BASILICA";1781,00;;1465,00;;1256,00;115,00
"TOSCANA";"Capannori";"VILLA COLLEMANDINA";1235,00;;963,00;;855,00;70,00
"TOSCANA";"Cascina";"BIENTINA";4686,00;;4158,00;;3685,00;314,00
"TOSCANA";"Cascina";"BUTI";4471,00;;4010,00;;3494,00;340,00
"TOSCANA";"Cascina";"CALCINAIA";7036,00;;6406,00;;5843,00;373,00
"TOSCANA";"Cascina";"CASCINA";31482,00;;28234,00;;25151,00;1882,00
"TOSCANA";"Cascina";"CASTELFRANCO DI SOTTO";9141,00;;9157,00;;7199,00;586,00
"TOSCANA";"Cascina";"MONTOPOLI IN VAL D'ARNO";7639,00;;6942,00;;6169,00;521,00
"TOSCANA";"Cascina";"SAN MINIATO";21572,00;;19386,00;;17574,00;1239,00
"TOSCANA";"Cascina";"SANTA CROCE SULL'ARNO";10280,00;;9220,00;;8484,00;486,00
"TOSCANA";"Cascina";"SANTA MARIA A MONTE";8967,00;;7756,00;;6774,00;615,00
"TOSCANA";"Cascina";"VICOPISANO";6567,00;;5868,00;;5170,00;430,00
"TOSCANA";"Livorno - Collesalvetti";"COLLESALVETTI";13222,00;;12044,00;;11206,00;441,00
"TOSCANA";"Livorno - Collesalvetti";"LIVORNO";83043,00;;72026,00;;67614,00;2233,00
"TOSCANA";"Livorno - Rosignano Marittimo";"CECINA";22178,00;;19710,00;;18451,00;754,00
"TOSCANA";"Livorno - Rosignano Marittimo";"LIVORNO";60959,00;;53886,00;;50997,00;1468,00
"TOSCANA";"Livorno - Rosignano Marittimo";"ROSIGNANO MARITTIMO";26253,00;;23263,00;;21968,00;714,00
"TOSCANA";"Piombino";"FOLLONICA";18591,00;;16668,00;;15743,00;519,00
"TOSCANA";"Piombino";"BIBBONA";2415,00;;2211,00;;2075,00;75,00
"TOSCANA";"Piombino";"CAMPIGLIA MARITTIMA";10866,00;;9982,00;;9281,00;390,00
"TOSCANA";"Piombino";"CAMPO NELL'ELBA";3565,00;;3231,00;;2979,00;132,00
"TOSCANA";"Piombino";"CAPOLIVERI";2317,00;;1940,00;;1747,00;118,00
"TOSCANA";"Piombino";"CAPRAIA ISOLA";295,00;;238,00;;221,00;11,00
"TOSCANA";"Piombino";"CASTAGNETO CARDUCCI";7062,00;;6341,00;;5934,00;215,00
"TOSCANA";"Piombino";"MARCIANA";1989,00;;1566,00;;1352,00;113,00
"TOSCANA";"Piombino";"MARCIANA MARINA";1715,00;;1454,00;;1251,00;106,00
"TOSCANA";"Piombino";"PIOMBINO";31968,00;;28993,00;;27439,00;799,00
"TOSCANA";"Piombino";"PORTO AZZURRO";2522,00;;2203,00;;2019,00;109,00
"TOSCANA";"Piombino";"PORTOFERRAIO";10095,00;;8625,00;;7778,00;464,00
"TOSCANA";"Piombino";"RIO MARINA";1963,00;;1683,00;;1531,00;95,00
"TOSCANA";"Piombino";"RIO NELL'ELBA";798,00;;641,00;;566,00;47,00
"TOSCANA";"Piombino";"SAN VINCENZO";6231,00;;5654,00;;5313,00;168,00
"TOSCANA";"Piombino";"SASSETTA";430,00;;377,00;;360,00;12,00
"TOSCANA";"Piombino";"SUVERETO";2579,00;;2390,00;;2250,00;88,00
"UMBRIA";"Perugia centro";"PERUGIA";99025,00;;87918,00;;82427,00;2667,00
"UMBRIA";"Perugia - Todi";"BETTONA";2973,00;;2561,00;;2386,00;112,00
"UMBRIA";"Perugia - Todi";"COLLAZZONE";2396,00;;2033,00;;1886,00;95,00
"UMBRIA";"Perugia - Todi";"CORCIANO";11245,00;;10109,00;;9552,00;321,00
"UMBRIA";"Perugia - Todi";"DERUTA";6649,00;;5850,00;;5366,00;257,00
"UMBRIA";"Perugia - Todi";"FRATTA TODINA";1408,00;;1264,00;;1177,00;58,00
"UMBRIA";"Perugia - Todi";"GIANO DELL'UMBRIA";2696,00;;2362,00;;2211,00;93,00
"UMBRIA";"Perugia - Todi";"GUALDO CATTANEO";5145,00;;4520,00;;4184,00;179,00
"UMBRIA";"Perugia - Todi";"MARSCIANO";13157,00;;11967,00;;11252,00;431,00
"UMBRIA";"Perugia - Todi";"MASSA MARTANA";3093,00;;2697,00;;2400,00;155,00
"UMBRIA";"Perugia - Todi";"MONTE CASTELLO DI VIBIO";1477,00;;1325,00;;1223,00;59,00
"UMBRIA";"Perugia - Todi";"PERUGIA";27069,00;;24533,00;;23073,00;769,00
"UMBRIA";"Perugia - Todi";"TODI";14297,00;;12359,00;;11335,00;496,00
"UMBRIA";"Perugia - Todi";"TORGIANO";4337,00;;3840,00;;3575,00;155,00
"UMBRIA";"Citta' di Castello";"CASTIGLIONE DEL LAGO";11524,00;;10276,00;;9787,00;294,00
"UMBRIA";"Citta' di Castello";"CITERNA";2547,00;;2243,00;;2106,00;86,00
"UMBRIA";"Citta' di Castello";"CITTA' DI CASTELLO";33145,00;;28971,00;;26432,00;1392,00
"UMBRIA";"Citta' di Castello";"LISCIANO NICCONE";499,00;;430,00;;386,00;34,00
"UMBRIA";"Citta' di Castello";"MAGIONE";10232,00;;8850,00;;8170,00;314,00
"UMBRIA";"Citta' di Castello";"MONTE SANTA MARIA TIBERINA";1106,00;;922,00;;842,00;53,00
"UMBRIA";"Citta' di Castello";"MONTONE";1381,00;;1176,00;;1105,00;34,00
"UMBRIA";"Citta' di Castello";"PACIANO";788,00;;703,00;;682,00;17,00
"UMBRIA";"Citta' di Castello";"PANICALE";4456,00;;3932,00;;3737,00;107,00
"UMBRIA";"Citta' di Castello";"PASSIGNANO SUL TRASIMENO";4294,00;;3670,00;;3453,00;137,00
"UMBRIA";"Citta' di Castello";"PIEGARO";3060,00;;2728,00;;2541,00;115,00
"UMBRIA";"Citta' di Castello";"PIETRALUNGA";2139,00;;1752,00;;1619,00;87,00
"UMBRIA";"Citta' di Castello";"SAN GIUSTINO";8640,00;;7698,00;;7176,00;315,00
"UMBRIA";"Citta' di Castello";"TUORO SUL TRASIMENO";3327,00;;2690,00;;2521,00;99,00
"UMBRIA";"Citta' di Castello";"UMBERTIDE";12329,00;;10928,00;;10553,00;361,00
"UMBRIA";"Gubbio";"ASSISI";21864,00;;18526,00;;17021,00;784,00
"UMBRIA";"Gubbio";"BASTIA";14186,00;;12685,00;;11916,00;444,00
